Feature ID	Taxon	Consensus
3e75835d433f0245f2ff78f878c59ea0cc0b19e0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.9
3e77aae59af965635ba6c944f38deec009506277	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae	1.0
3e7cccf54628cce107ca91f8a17fe9f2c9c14c0f	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia	0.9
3e8165158020feb8823dc12c03934144bbe611b6	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1	0.6
3e89e1761d8633e99984bc7e68c121d5ad6cb84f	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured	1.0
3e97efd6c3bdeb9da2c2c23afa12af7371c066e1	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae	0.9
3e9dff0ed63e68537f70e939a5cac74931efdf31	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	0.6
3e9f498f8c9cfa8211a596b9e01b91bb6ef3b85c	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.6
3ea28aba71a1987439ed1aba8463de1914928707	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.6
3ea873e044a2ec18a5ffb14f6b66598cdc1b337a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.9
3eab0ab66e17fa55b805d23e7f9d3817b11aa614	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	1.0
3eab609883d8200a0b7d7c590f19bbb8c17394da	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__uncultured	0.9
3ead6b61520d9faee468f8a9b455011ed85cda5c	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	0.6
3eafcb78caa73a1432d2913d977f69add97046a9	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42	1.0
3eb9d780b9bb43680d786ef106ef5b55634ae9d2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured	1.0
3eba5c6147cf73e708ab368aa7b3588daaf25fd7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Phycicoccus	1.0
3ebdf43705f063cfefb832c2a7dabd90bcfb1d2f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales	0.9
3ecc4c97baf94820577c8c7f42f222260c7d358f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	0.9
3ecd0febe8d6b54b1f974c4f8b916ad51deaae0c	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured_bacterium	0.7
3ed637664a9999bf95142adee81cc870248a2b52	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfurivibrionaceae; g__Desulfurivibrio; s__uncultured_bacterium	0.6
3edd3761a5321c96d4c6a2ceb927c533ad95280f	d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	0.6
3ee1fd350b8ce81cba9f96d32dcd18746437e26f	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_bacterium	1.0
3ee50527384187090fc0dcc21ebb7f694d887440	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Lapillicoccus	0.8
3ee6cd4904dfcb9daa791aeddf647acaac1b4a23	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.8
3eea6e2cf568ec1f56cf9805663041823aa0e6b5	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.9
3ef09090290a839b6de5e4792fa5349f99fd1ebe	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured_bacterium	0.7
3ef2e603c40d6d86161defd3ce1ed40e6f450e60	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	1.0
3f0204827066fd886dbdb6773cfd8089dfecedf5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dokdonella	0.6
3f0769a7c38f68fe4659b105f49df14e03672910	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0
3f1d1e85eff9b5f503db8d663e748f2381376694	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
3f1ffb2221e7417a2c2ecfa439f421b6c69e94ba	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia	0.9
3f3848284fc8fb5c6728841583f4cca9b9b02868	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	0.8
3f492ee36419c089eb8454db6876ef6447df4bb5	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	0.8
3f49d5b10d12aaf1517b96e3abad19fd9bc5a397	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1; s__uncultured_bacterium	0.6
3f49feacc2827d111629831c72ca279b2507e4c3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84; s__uncultured_bacterium	0.7
3f52464bf94583e0c322b64c509006f34f83ecf9	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.7
3f5c9140d51c6749de096f4abada9a2f1459b7ff	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	1.0
3f6afb91cdff3745fbf833f7e710eec46443b291	d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__C0119; g__C0119; s__uncultured_bacterium	1.0
3f6f00ab428c2803c7d81ef8b9d575fcf89919a9	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter; s__uncultured_bacterium	0.6
3f7737c86ee3f00f4183c99ef5b2e49ae6576e6d	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.9
3f7a1281170cdfd87fa49a233d430358b387d8c1	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales	1.0
3f7d97bcbf09f183f896873ae6467d10e33f553e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__Ohtaekwangia	1.0
3f866eeace0c0ba1b6be2779d23e8b7234cf3f20	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	1.0
3fab99df730ee4fb9c0f3d171aa941a69359c6a5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Sideroxydans	1.0
3fb0153bf5660693417c0673c11a3799d3ed3c72	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella	1.0
3fb710299e0bda742139dcea72593f2389a0dc5d	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Phaselicystidaceae; g__Phaselicystis	0.6
3fb74baa47a68393d0fa5432df88879ab601dac9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__uncultured_bacterium	0.8
3fb8318dec5df4a18b6dfb1eb6621d751ff85f6a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae	0.8
3fbe81ff8c348dbe77e90e35590be2cdb5997724	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_bacterium	0.8
3fbf25b0c94f08e336e0683abd726511da664a45	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Thermomonosporaceae; g__Actinomadura	0.8
3fc502e955f316e5a75d7f57bd8e13a15b2acee2	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__possible_genus_04	1.0
3fc5d18a382ed1be127c19ec0015861328609b62	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__uncultured; s__uncultured_bacterium	0.8
3fcf1775335c8ceb17b059b1db329597ca66162f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus	0.7
3fd3165fdf596b0fdbc2dd533f99d218d9802285	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.9
3fd3dec77d40b75525708749aceaca554d85f5ef	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.7
3fd47b6c30fff8f43ae4bc98c887cde0b88fa770	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.8
3fdaad9a59071366096c8f6149f3c4a747cfea2d	d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_bacterium	0.8
3fdd57cc6ec0c7b50b0db43954d77c9680002dd9	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.8
3fedecc9cad9b7108bf638ce9c7e92e87e65dbc8	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.8
3fefd62f0015ab4e551b69ac814a7f6b05049268	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84; s__uncultured_bacterium	0.9
3ff19727297376c16eba93f522df480b467d1e4a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium; s__metagenome	0.8
3ff4570d52f7884d69d45bfde8990f00ddaad14a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__uncultured	0.7
3ff6921197356fe4212be73c4d92538cda8a9256	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9
3ff7efa6e8aedf7482252c0d76676f3ea5c3337e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	1.0
3ffb5eef26d7d030f5f56a9047c53a3e3203215c	d__Bacteria; p__Fibrobacterota; c__Chitinivibrionia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	1.0
4004a2993f978a4733b062ac6abbba035d6c1fea	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	1.0
4008554004ad62b87332264b5697a1ebb5b28f19	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__uncultured	1.0
4008777f6e52ce0d7af98b66a794891181f56d3c	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Roseisolibacter; s__uncultured_bacterium	0.7
400b963495489d97cfa0dcae7d6ff54f1ec4f2a9	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	0.9
400ce844e079021528b6681a464a68a731b5bbf9	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.8
400ecfd9fbc1bb534233c9ecb04c8e8667d36afe	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__uncultured_bacterium	0.6
40139853668e2a9c90c5e8d12f127e7c2d39f9c4	d__Bacteria; p__Bacteroidota	0.9
401561695329cebf1e20473881cdf71d8a704de2	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter	0.6
4017a80c8430091e35983187f0262b0f6543fe36	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__uncultured_bacterium	0.6
40257778452298ce75debd9fd9b62a45d7808bdd	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__uncultured_bacterium	1.0
40269081f78e135ab0032f501b67a896a4bafe79	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	0.8
4027c5535b707331fc89690e7cba4084ddf50a88	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia; s__uncultured_bacterium	0.8
4029911e3a3cad4d4eaf5adf96bcdc45f60a5dff	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter; s__uncultured_bacterium	0.9
402b54883f5c37ee30e931edddea87b6f447f2ee	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
402c37440def5afe094f4b2f167de2438e625924	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9
402d0ef3721d02e2c5c27229d48f8f94cb48bc6f	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales	1.0
4038a6097d74b0b445148a8285e804f2c5479882	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.8
403fde0d9174d6da3b0d7b294c6a5b04f5542343	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.7
4043d45ed7b43c0a737f0ea1fcad35b44c085c5e	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium	0.8
4046011f4a741ae99ea999c09addaeeac91450ee	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41; s__uncultured_bacterium	0.8
4046c524cea247f19dc2a981326983847118836e	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.8
4048f13933e355c523a2b253d7fc6f3c871ce719	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0
4053ebf5c727ccd297c29d0f65ac4f6d2e5c1aa3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.7
405baebcc6398492e71c715594139ddd71183253	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	1.0
405bfd4a465bf4953db947d0f7a4302d57d38fe1	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.9
405d418c5d42557a00830e8778c2fcaced65fac6	d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_bacterium	0.8
405f78236ea1d93cbd8598513ef16fb89d5915cb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	1.0
405fe220e9ebef3e2cd9195e107e8b82e0d4ef97	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	0.7
4062ed6cec4cfce6d18e69e59cf692ef3a814425	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
406c68d59bb9b9907dc5f3445666dbebb12df77e	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadia; f__Desulfuromonadaceae; g__Desulfuromonas	0.6
406cbd1477761e4ef8937c69c478e194bf225e9b	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria	1.0
406ff214ac41cd447e1e3eda758112c87638e4ef	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_bacterium	0.8
407419b4252495c5fc51c80101876fa9446f9b7f	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Acidaminobacteraceae; g__Acidaminobacter; s__uncultured_bacterium	0.7
407c4c009a13948743584480fdb3f466fbf833ab	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__uncultured; s__uncultured_bacterium	0.6
407f5946b9815f2bfe4fa0c00c493400570aa419	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Sideroxydans	0.8
408deb4b8daf5af7fa0cdea76ef1ffdfe3c414c6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
408f9d160875e7daadd69017bc6df9b259a64938	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Vogesella	0.6
408fe91f766270d485fee1c0a2fb4b7c83b1ccef	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	0.8
40960660e46c34a50a1be7410aa384bce4b9073c	d__Bacteria; p__Firmicutes; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfosporosinus	0.8
4096a3cdcaa340fec6e33129be5653f02715bb00	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	1.0
409a9bb51b4e980d9b2f783e2a8b5285fcb2d518	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Citrifermentans	1.0
40a0dd408677e233a0ea574aa0d62df2851d35df	d__Bacteria	1.0
40a20bc89ccf0328ec49977dc972482a71fee113	d__Bacteria; p__Acidobacteriota	0.9
40a529919ad9003254c0578ebc103dfb2fe1ef01	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales	1.0
40a97cc25eda717a3549b5ca38d2455a294886a4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudorhodoplanes; s__uncultured_bacterium	0.7
40abc4230d4b206c139edfef105e77ff14f4bf90	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	1.0
40b3179b0951d311e058f8db16aac20bc8b9eb5f	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	1.0
40b8c12b00335b777d31b6bf808a7528ec421552	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales	0.8
40bb0196fb7f5d6ceae6fdf8714c5a824e10cdae	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum	0.8
40be1cdaaadc84d349a44c4791db0c93d3df3776	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured	0.8
40c2b2a2efc3bb0d993e9a37db073fef82fad121	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_bacterium	0.7
40c7307df30c2387fb311733e18b0e2202675a45	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_methanolicus	0.8
40ca578f7457446912c952abc6910e9fa768eab5	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	0.6
40ca61eaf5c63937304fa36aa14da096775ad4da	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum; s__uncultured_bacterium	0.8
40ca782edc21d340be22654e4177cab48c2c6506	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter; s__uncultured_bacterium	0.9
40de2bfd39c72941dd554d7b90907b263d1da782	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter	0.6
40df2ac0da4a436435889a8442c29cc7cef34ce6	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.8
40e233402f1c13470c9a32c319e8bd5037a34af6	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae	1.0
40e542cb5af82e8c94b2fbc03bda0abf4cc60445	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga	1.0
40e6866a0e63394f48f19397dfffd59b8d370793	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
40e694bfdb5bfa9eb5b9d2585bcd2e411b0475e2	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	0.8
40f1bd3a7a6b903d14c2a5cfeccadb8a5489a0ea	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	1.0
40f21e771760fffe1772295bd1a3f2d680b61df4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__uncultured_bacterium	0.7
40f5b7338dba8fafe11c2b20ab2af021e73bb606	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.9
40fd9f888b9321e1ff2b38c4369733013ffb9c00	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Chelatococcus	0.6
40fe2863ca57baa51489d0f830403e82530b8e82	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.8
41177618ba131f3fc8fed29c976d7dd5160fdadf	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales	0.8
4120dd53e58dca32c4357bb57a57c8708b877604	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter	0.7
4124c2a2d57395870a13d7ed7d11c0437acf38a3	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	0.7
412573efaf1aa83521ca0d368a7bcf4a9245b904	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
412df6d46f00c894182f79e2df80182be5a8b198	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea	1.0
413051de9ce8ce06662ca524e8ddd3fd2f4f6a4a	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured_bacterium	0.8
4130e607af68794e46adf2b811267f279fa897d4	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	0.9
413b2537c7443565611becf7f6b4a549becf4bb8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured	0.8
414c437e6e5441416aee4d7d80b1b37a348a2e2c	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__uncultured_bacterium	0.7
414e9ec86e853a000d0263f190abbfa6f1b5a0ef	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Magnetospirillum	0.9
415210af364e8553a692ee4b14a05f1b624dd42d	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	1.0
4153c8eb93c9253a9d984b444243e7ca5c61a7a2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__uncultured; s__uncultured_bacterium	0.6
4159fbed23c8fce8227d0f47bf9d8f8066d728e0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9
415cd8778fa12b076b40dc5f3f7c70e3678b4310	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_bacterium	0.7
4169361a7938054ab2d08afc83ed81284e0b023f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
4169d85a62b0dceadb12c95b30cc5d7da63ed914	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae	1.0
417f3328af4a6daa6490fef07f85a36ac3d47710	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_13; f__Subgroup_13; g__Subgroup_13; s__uncultured_bacterium	0.7
4182951fa863fa483f3b3120b106ab68dc7deeb2	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae	0.8
