# Constructed from biom file
#OTU ID	MB1	IM2	MM2	MB2	NEB1	IB2	NEM2	IM1	MM1	NEM1	NLB1	IB1	NLB2	NEE2	NLM2	IE2	NLM1	NLE2	IE1	NEB2	NLE1	ME2	ME1	NEE1
3422198d53937b0a72588109f051c0d85649c69a	2.0	2.0	0.0	0.0	17.0	0.0	13.0	3.0	1.0	3.0	1.0	2.0	2.0	14.0	1.0	1.0	1.0	0.0	1.0	14.0	0.0	0.0	1.0	8.0
543fede3fd96913b5a89af68d5ebee031f278b12	2.0	25.0	4.0	7.0	0.0	2.0	4.0	22.0	7.0	6.0	2.0	0.0	4.0	0.0	11.0	0.0	6.0	0.0	1.0	1.0	2.0	5.0	1.0	0.0
1ce230b80f05d14aa3bf42796d52f2df8945a5fc	1.0	9.0	2.0	2.0	12.0	3.0	8.0	10.0	2.0	10.0	2.0	2.0	5.0	6.0	6.0	5.0	7.0	1.0	2.0	17.0	0.0	1.0	0.0	9.0
273b5514ed979ae35beac0412d7142d67a736f0c	1.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	8.0
215545b160895e972d689d025ef6efa46e9c7a0a	0.0	13.0	2.0	1.0	0.0	0.0	6.0	10.0	12.0	6.0	0.0	0.0	1.0	0.0	22.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
c88357641595cb509f3192463a6158a61cef0742	3.0	5.0	1.0	6.0	3.0	9.0	0.0	3.0	0.0	0.0	4.0	1.0	2.0	7.0	0.0	3.0	2.0	0.0	3.0	6.0	3.0	2.0	6.0	4.0
c84b1ade7c7541b7d296dc760d73ef48f58ce8cb	3.0	6.0	1.0	2.0	0.0	1.0	2.0	4.0	4.0	3.0	5.0	3.0	6.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
69b8826e41e75642226314f2000c1fb431b04257	0.0	1.0	0.0	4.0	2.0	2.0	1.0	4.0	0.0	0.0	1.0	4.0	4.0	1.0	0.0	8.0	0.0	6.0	2.0	0.0	9.0	9.0	8.0	0.0
8d3815b61ca38d6671d391bfed06c2be9c287d6a	9.0	6.0	1.0	11.0	8.0	6.0	1.0	4.0	0.0	2.0	8.0	7.0	2.0	16.0	6.0	2.0	2.0	5.0	1.0	13.0	0.0	3.0	2.0	9.0
1a9d56403819667b2edb82b3208fb2a739c83017	0.0	16.0	1.0	1.0	1.0	0.0	2.0	14.0	2.0	8.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
9500741b3ad8fee5ad6ddeec91ae34e9d2c87f62	0.0	11.0	5.0	0.0	0.0	0.0	6.0	18.0	5.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3344b89b2b2b5712e8326b07591cf19e0da5170e	0.0	19.0	2.0	1.0	0.0	0.0	10.0	18.0	6.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
a7574c37685b3abd2705df999bb26d1a8b7044ef	0.0	14.0	1.0	4.0	1.0	2.0	4.0	20.0	3.0	13.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c4c19669dcefec2534f89af30b60ceec57afa4c2	0.0	34.0	5.0	2.0	0.0	0.0	13.0	28.0	7.0	12.0	0.0	0.0	1.0	0.0	41.0	0.0	21.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
bd1a8fda47afaa30a018cabd08cc3e2071021fc7	0.0	4.0	1.0	0.0	9.0	3.0	12.0	0.0	0.0	15.0	2.0	1.0	5.0	6.0	3.0	0.0	0.0	1.0	0.0	18.0	0.0	0.0	0.0	3.0
e53bed31717611e0a3d47514aae18a320ea191ac	3.0	1.0	0.0	5.0	4.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	6.0	1.0	4.0	0.0	10.0	3.0	1.0	5.0	8.0	11.0	1.0
43ab9c091cb3ed37103b308193fb2f4e8e72dcf0	0.0	2.0	3.0	0.0	15.0	1.0	0.0	1.0	0.0	0.0	5.0	0.0	22.0	4.0	6.0	0.0	2.0	3.0	0.0	5.0	1.0	0.0	1.0	5.0
33b82cda7c7f2e2109f9c58ff4c798d32292d2fc	1.0	17.0	1.0	0.0	1.0	9.0	2.0	9.0	1.0	0.0	0.0	10.0	3.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
aed488b275b9c35931d3d5e8b3ade6b44308fd09	0.0	17.0	4.0	0.0	0.0	2.0	6.0	13.0	7.0	7.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5cdfd5798c3672ba8e95f2e5e05310a0c5c9ccf3	1.0	4.0	0.0	2.0	5.0	10.0	0.0	2.0	1.0	1.0	1.0	8.0	10.0	17.0	0.0	6.0	0.0	1.0	4.0	11.0	1.0	0.0	0.0	7.0
df1282d3a458be09094f381fcbaa6dbc5826b3a0	0.0	8.0	3.0	0.0	0.0	0.0	3.0	10.0	6.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56d0073f70761f3f4bb1b28d475850d7289fb222	2.0	4.0	0.0	0.0	33.0	0.0	13.0	9.0	3.0	10.0	1.0	1.0	1.0	11.0	3.0	0.0	3.0	0.0	0.0	23.0	0.0	0.0	0.0	3.0
35f69d1623b15055a09903fa2e316d1d9c0543bd	2.0	15.0	0.0	1.0	1.0	4.0	4.0	10.0	3.0	9.0	2.0	2.0	1.0	2.0	17.0	0.0	1.0	0.0	1.0	3.0	1.0	2.0	3.0	2.0
905b6897bd5da6e8435c28e607211a15e8d677f1	1.0	4.0	0.0	0.0	0.0	7.0	1.0	15.0	1.0	1.0	4.0	3.0	1.0	3.0	1.0	4.0	2.0	8.0	0.0	0.0	3.0	4.0	0.0	0.0
25708e92946796f83e7e321432aff6a5aea50765	3.0	3.0	2.0	5.0	3.0	11.0	3.0	3.0	1.0	1.0	4.0	6.0	4.0	1.0	7.0	1.0	0.0	6.0	0.0	1.0	1.0	2.0	0.0	1.0
2ad5ebe2f3211175543b92669a60086495c3c822	0.0	22.0	3.0	0.0	3.0	0.0	1.0	11.0	7.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9b25ea2664685c55c6e7a2de7e02faae42e8a6b8	0.0	17.0	2.0	0.0	1.0	0.0	1.0	13.0	5.0	2.0	0.0	1.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23f8f3c8f6e5917c771e4b21953f92ea5eabee6c	2.0	9.0	1.0	1.0	1.0	0.0	5.0	9.0	3.0	2.0	0.0	0.0	1.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
6e3d7f266811ed21529a81f60f092920da7a839d	1.0	27.0	10.0	0.0	0.0	0.0	5.0	19.0	16.0	18.0	0.0	1.0	0.0	0.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ee4e1736f4e830d99a99968c2e8159f91c41eb0d	4.0	6.0	1.0	2.0	4.0	2.0	2.0	3.0	5.0	9.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0
992b93755205c0b8125395c3cc320e5aa339ad8f	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	11.0	0.0	2.0	1.0	2.0	12.0	0.0	1.0	7.0	2.0	8.0	2.0
a60d90c5519ccdb648ca5ebc19f5763a3d7e9f06	3.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	6.0	0.0	4.0	1.0	1.0	4.0	1.0	0.0	2.0	4.0	2.0	1.0
d23e8bc614c70a6c9d7a68c970456b031d3ec020	1.0	1.0	4.0	0.0	8.0	4.0	7.0	1.0	3.0	14.0	0.0	0.0	1.0	11.0	3.0	1.0	1.0	3.0	0.0	10.0	0.0	2.0	0.0	7.0
0ff8fdaca3f536e9f81e639b6a5d74b1d1b8fb7f	1.0	14.0	2.0	3.0	0.0	0.0	1.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3e20dd007beb85192a56be22307497bc29ae9757	2.0	0.0	11.0	1.0	12.0	0.0	2.0	0.0	4.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	1.0	12.0
1ba6d45fb5001c36a3e3fbc59165701eb83a428d	1.0	2.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	13.0	1.0	0.0	0.0	4.0	2.0	0.0	1.0	2.0	1.0	9.0
ba8cb0404d602eff614d68c6b0343b0f2b2e1246	2.0	9.0	2.0	0.0	1.0	0.0	0.0	4.0	2.0	3.0	1.0	1.0	2.0	3.0	3.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0
246f0b971908a480669b75b7ca1a44f6a4393c48	1.0	1.0	2.0	5.0	8.0	4.0	0.0	1.0	0.0	2.0	4.0	5.0	6.0	6.0	2.0	1.0	0.0	3.0	1.0	8.0	0.0	1.0	2.0	8.0
1cbdb610ff39bc2674fb212fbba7e66d8b6533cc	0.0	0.0	0.0	2.0	8.0	0.0	3.0	0.0	0.0	18.0	2.0	0.0	1.0	8.0	1.0	1.0	0.0	2.0	0.0	9.0	2.0	0.0	0.0	3.0
249ddbb0328c2ad8388426c6822121676be282c0	6.0	4.0	14.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0
d8b24998e59de671e97cf30ea78f0528266cf295	0.0	19.0	2.0	0.0	3.0	2.0	2.0	5.0	4.0	6.0	0.0	1.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
5d9e30506cd8336567f544d24c6dbeed2148279d	0.0	11.0	1.0	2.0	0.0	0.0	3.0	12.0	2.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
e13ebebbf2405eacb6120aa2c14c96ca620cc743	3.0	8.0	0.0	1.0	0.0	4.0	0.0	4.0	1.0	0.0	2.0	1.0	1.0	2.0	4.0	0.0	1.0	3.0	1.0	4.0	2.0	0.0	0.0	0.0
5d60d5467187b0950ffb1ff015fe084c842fc67c	3.0	5.0	1.0	4.0	7.0	5.0	2.0	2.0	0.0	4.0	4.0	2.0	6.0	5.0	3.0	0.0	0.0	1.0	0.0	13.0	4.0	3.0	2.0	11.0
9f9259a0e249008b956c4d7445b9520aa9f51e6b	0.0	0.0	0.0	1.0	9.0	1.0	5.0	1.0	0.0	3.0	1.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	4.0
6123bcab64bd69475f80bced0990bde0526c55f7	1.0	4.0	3.0	0.0	18.0	1.0	5.0	7.0	0.0	17.0	4.0	0.0	2.0	3.0	3.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	4.0
4b14e569bad333016dfe4a00f67b573c7dfb9b89	1.0	3.0	0.0	3.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0	3.0	1.0	5.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	2.0
e1ec46b7b6d190036d3ba68c6dee0380805a025a	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	4.0	1.0	3.0	6.0	2.0	1.0	0.0	2.0	0.0	2.0	4.0	1.0	2.0	3.0
7c83fce91823cec608babf2b6034b190ce836c99	1.0	2.0	0.0	0.0	3.0	0.0	0.0	7.0	3.0	1.0	1.0	0.0	3.0	1.0	13.0	0.0	4.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0
8319ceb74427ac9c9b344509c552b7a1a73ac8d8	2.0	5.0	2.0	4.0	1.0	7.0	1.0	6.0	0.0	1.0	1.0	3.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
739a01a9a0d7eefcca58136e4f0cfaa1926b10e1	0.0	1.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	2.0	0.0	0.0	4.0	11.0	2.0	2.0	0.0	0.0	0.0
0b3acb6153db266699e30da979956d956bdff4bf	0.0	4.0	0.0	1.0	0.0	0.0	0.0	5.0	4.0	2.0	0.0	2.0	1.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0e01bfc0a63c816dea00ac02437eda2c09a14516	4.0	10.0	1.0	0.0	0.0	1.0	1.0	9.0	3.0	4.0	0.0	1.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b1716b8830e6ff806f39c42f836b7d589b21debf	1.0	12.0	5.0	0.0	0.0	0.0	1.0	10.0	4.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b93b7ea1ec7f2c5e412dd039bd1f7b62f68f3b0e	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	12.0	0.0	4.0	3.0	0.0	0.0	1.0	5.0	0.0
fbb77083917b83c41f6b9b7fae9fe6b5844f1c42	0.0	14.0	7.0	0.0	1.0	0.0	3.0	5.0	2.0	14.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96a8956a0ed98b6d3096421fde2d0256980b1e2d	1.0	0.0	0.0	3.0	4.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	10.0
1eda21379287d0d24c2615af061e360714f3c5c3	2.0	0.0	0.0	0.0	9.0	2.0	1.0	2.0	0.0	11.0	0.0	1.0	0.0	8.0	1.0	2.0	1.0	0.0	0.0	13.0	0.0	0.0	1.0	4.0
e742bedcd81b6f72d3cb4b4bc788f27178492872	1.0	3.0	0.0	0.0	0.0	3.0	1.0	12.0	1.0	2.0	0.0	1.0	2.0	0.0	7.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
2bc72c556b3a85ac6613d0b24fe255d45f471a91	1.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	9.0	1.0	0.0	4.0	1.0	2.0	6.0
dc5bdb9b2ab0f91e1ca411c882c7ff2f34f429f3	1.0	1.0	0.0	1.0	3.0	4.0	1.0	2.0	0.0	0.0	0.0	4.0	1.0	4.0	2.0	4.0	0.0	4.0	2.0	0.0	2.0	1.0	1.0	0.0
f41f937b87fd112d060653fd695a5a6bfca18e4d	0.0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
52a0c710aeea58c1ce5466c1bdfeaecbf33ea278	2.0	6.0	3.0	6.0	0.0	2.0	2.0	4.0	2.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
2cb8b85e6f7500bfc2f3cc5d2a441bf258f6a86c	4.0	6.0	1.0	0.0	2.0	4.0	0.0	4.0	0.0	3.0	3.0	6.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0
8bfef7f124e213f639a78cc7046afe816971cd8c	3.0	5.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	3.0	2.0	2.0	3.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
5c5680325cf73c7781b9d4ebdc8d4cabf11e46ae	0.0	4.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	2.0
6b17e7328b62632adadfaad7df3ff1d18a7fb124	0.0	0.0	0.0	0.0	21.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
126063ce3904844425474f2619eaefc3029bc9b7	0.0	7.0	0.0	2.0	4.0	7.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0
e97aa0e130fb9a6ea7b61bebe04c36f561e840e1	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	15.0
dd21d57dc79d0e4d73bd931f62b6542a25cf2bcb	0.0	2.0	0.0	2.0	8.0	1.0	1.0	2.0	1.0	7.0	1.0	3.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0	4.0
c7c7eb6b630bb87fcdf2a7700ea7a4921498afdb	0.0	0.0	0.0	0.0	1.0	10.0	0.0	1.0	0.0	0.0	0.0	8.0	2.0	1.0	0.0	26.0	0.0	1.0	6.0	0.0	11.0	0.0	1.0	0.0
