"","logFC","logCPM","LR","PValue","FDR"
"Bra006287",0.169359905407698,3.40876301481484,0.629415113339938,0.42756993533026,0.524229202389246
"Bra020567",0.13939175676449,5.00188700449478,0.629406290243129,0.42757317416845,0.524229202389246
"Bra006588",0.143055542542842,4.74551566238567,0.629386864647923,0.427580305169193,0.524229202389246
"Bra025842",-0.12094425722527,6.43382662792804,0.629013087081056,0.427717551239528,0.524358216404874
"Bra029644",-0.358447343046536,1.12453466213187,0.628981457151518,0.42772916837054,0.524358216404874
"Bra031637",-0.135514411555891,5.6803947915863,0.628487050149293,0.427910817458892,0.524554146016883
"Bra018163",0.138580292876765,4.07197388832276,0.628379242468144,0.427950442315684,0.524575964227835
"Bra037119",0.276809435405069,2.1686883138329,0.628230608426454,0.428005082032672,0.524591369278352
"Bra007043",0.117138204981891,4.84828900636808,0.628226305767293,0.428006663900275,0.524591369278352
"Bra009586",0.171519077919978,3.71289451872969,0.627941914378977,0.428111239623495,0.524692785982207
"Bra023902",-0.168898850082787,3.33146554437652,0.627559795419867,0.428251812210415,0.524838307820362
"Bra035556",-0.232008290475675,2.03437696037456,0.627451739501495,0.428291576077938,0.524860276333732
"Bra040396",-0.233702842050631,1.87147741454228,0.627058352067801,0.428436387151269,0.525010968683709
"Bra036527",0.120973837627761,4.83465493487245,0.62646050840422,0.428656602809579,0.525254042618814
"Bra013179",0.148816445598195,3.70466502441819,0.626181648083411,0.428759379442285,0.52535319528503
"Bra026753",-0.254631633079481,2.69379206336587,0.62558271935043,0.428980246196783,0.525597024729481
"Bra025173",0.204500432041866,2.16683547717695,0.625319351669251,0.429077422623359,0.525689288644023
"Bra034431",-0.209331685495383,2.45157299341472,0.625204394423835,0.429119849547847,0.525714469570443
"Bra038081",-0.169910973949477,4.50656488164813,0.624978671008511,0.429203175056143,0.525789750206399
"Bra037492",0.161069432633201,3.20179708526498,0.624806373120032,0.429266795057163,0.525840884424253
"Bra014032",0.118759100872769,4.89820181645282,0.624700384823809,0.429305937704766,0.52586203082393
"Bra038910",0.114877301804975,5.35719244232398,0.624555990339501,0.429359272863757,0.525900558760959
"Bra013118",-0.175199456694288,3.11568431970398,0.624381653287265,0.429423681292447,0.525946599147416
"Bra026721",0.198654805374128,2.58861767934118,0.624335788540302,0.429440628346047,0.525946599147416
"Bra017042",-0.146887581212631,4.13550219956658,0.624009668930132,0.429561158914645,0.526067408578578
"Bra026198",0.107691587839719,5.78517871235004,0.623542693598349,0.429733837446094,0.526252066094946
"Bra009248",0.240839412554023,1.72558663200607,0.623466310959591,0.429762092272572,0.526259852533704
"Bra024383",0.210275580589934,2.37269645139517,0.623248941578606,0.429842515113376,0.526331516620892
"Bra034011",-0.125638623938372,5.5189586637962,0.622921638640248,0.429963654389711,0.526453027133441
"Bra012731",-0.12256097955299,4.79048551077094,0.622659163604313,0.430060837300095,0.526545194277661
"Bra009551",0.134795446434968,4.35833474281094,0.622588009799926,0.430087188137008,0.526550633166158
"Bra002610",0.166181071826219,3.80941373073307,0.622425718055305,0.430147299804573,0.526597402378928
"Bra011469",-0.112498004610584,5.266489988223,0.621191717625039,0.43060478074864,0.527112360631942
"Bra000724",-0.144438777268825,7.75174608873565,0.621172789686213,0.430611803638493,0.527112360631942
"Bra002103",0.162257890367546,4.92802529865534,0.621015560441394,0.430670147582136,0.527156930327937
"Bra001366",-0.220281788424482,2.23163771842085,0.620818244367087,0.43074338371451,0.527219723171446
"Bra036673",0.205945260461026,2.93784153499255,0.620545836921981,0.430844521877372,0.52731665930645
"Bra013316",0.11691493264143,6.48289082079439,0.620402953258048,0.430897585440651,0.527354749387953
"Bra016188",0.113165152677103,6.21998013259423,0.620282820724454,0.430942207442849,0.527382504897471
"Bra032669",0.152211711743929,3.66903255905344,0.619888842790983,0.431088595666357,0.527482112033787
"Bra011795",-0.149864351265744,4.14364087656774,0.619831947505828,0.431109742162888,0.527482112033787
"Bra036040",0.244397268744032,2.46024370925655,0.619773898418572,0.431131319117935,0.527482112033787
"Bra038444",0.180544776631717,2.59091789389905,0.619769290777377,0.431133031856957,0.527482112033787
"Bra022511",0.26616303278414,1.69321263093118,0.619768471296789,0.431133336472985,0.527482112033787
"Bra006492",0.179939782038506,2.86333276464935,0.619601000051887,0.431195595465148,0.527531429952118
"Bra007807",0.197823594907091,4.29269342514791,0.619265884408783,0.431320218747557,0.527657036413457
"Bra038112",0.134758503912589,7.37160731417102,0.619095316998392,0.431383670569029,0.527707799585485
"Bra040323",0.121684414390662,4.63210044187782,0.6189091631429,0.431452936769303,0.527765669906017
"Bra003908",0.202287976387904,2.76451684541206,0.618782930492298,0.431499916415962,0.527796274168723
"Bra007276",0.204348107089305,2.56130160882931,0.618623431668413,0.431559287733816,0.527842031623131
"Bra009982",0.117677320599473,5.9090174768044,0.618489361817806,0.431609203038464,0.527851963934459
"Bra019275",0.153217069235951,7.5097692790934,0.618483639375416,0.431611333745527,0.527851963934459
"Bra039923",0.110850173589285,5.81015989783414,0.618386149894201,0.431647635649316,0.527869499577452
"Bra010418",-0.124555739955194,6.55850207056686,0.618117029300608,0.431747871424662,0.527965215315983
"Bra001734",0.136867733166755,4.02915142360836,0.617928669703173,0.431818048230771,0.528024165412279
"Bra021713",0.187571775624506,3.2296023966248,0.617492849700431,0.431980487289784,0.528195921424637
"Bra016949",0.290703268396688,1.54147523445329,0.616832082099419,0.432226945874721,0.528469391857499
"Bra013312",0.234441423256023,1.86860124143159,0.61677534112563,0.432248119544591,0.528469391857499
"Bra034381",0.112569948291406,6.11081489925678,0.616371215598204,0.432398970068732,0.528612265944544
"Bra028268",-0.124891177606607,6.8830166184143,0.616344437617231,0.432408968480891,0.528612265944544
"Bra037506",-0.174712353484916,4.13166812953714,0.616166806232325,0.432475301706165,0.528639821102687
"Bra009263",-0.132987023893255,4.32261445673484,0.61616627578933,0.43247549981364,0.528639821102687
"Bra007198",-0.161717845359861,3.8439260867362,0.615171775076949,0.432847164018725,0.529067219652445
"Bra005523",-0.135508937156497,7.10826535301456,0.615057187938598,0.432890018629191,0.529092692622761
"Bra007610",-0.130160606110912,6.61951415461847,0.614948526847256,0.432930662904889,0.529115461594513
"Bra012181",-0.217175218647285,2.21275117318547,0.614230804173514,0.433199270125966,0.529416823868985
"Bra036531",-0.256859982494789,1.78830259757064,0.613482172383512,0.433479715121056,0.52973262181418
"Bra012646",0.117716031244245,4.73248059079799,0.61340389584073,0.433509054243543,0.529741540049284
"Bra001929",-0.196765063004388,2.70277875517918,0.613205993188688,0.433583244346288,0.529805261813955
"Bra024994",0.154163333371352,3.68039554248176,0.613096893321582,0.433624152159705,0.529828310778158
"Bra005172",-0.13142478104541,4.88301425353735,0.612839130679237,0.433720825522614,0.529857940320062
"Bra006013",-0.14690169956329,7.90687603456741,0.612827382296687,0.433725232511265,0.529857940320062
