"","logFC","logCPM","LR","PValue","FDR"
"Bra036217",-2.72401812770962,4.944374420769,26.8312607949185,2.22016736745844e-07,8.89325041824936e-05
"Bra015896",-1.62409636917628,5.92647496225998,26.7854767927626,2.27339480222914e-07,8.95717552078281e-05
"Bra022342",-5.01526486308465,3.69212556060954,26.6673092535249,2.41675999956236e-07,9.36845319830351e-05
"Bra031068",3.26038261530681,3.30727250025954,26.6300872779337,2.46376964193861e-07,9.39908564672263e-05
"Bra005227",-2.5968653635477,4.37339421076208,26.5918789684426,2.51297846674555e-07,9.43701944840041e-05
"Bra006273",4.02590461047371,6.08811275995341,26.4689678734465,2.67805851983347e-07,9.90222437933501e-05
"Bra020646",3.96856410140057,8.05951992320133,26.1833839329445,3.10482668174521e-07,0.000113062734044037
"Bra017113",3.27270223501095,7.04402914307282,25.9536477942076,3.4971399914398e-07,0.000125448153066066
"Bra034676",-3.18007136927734,3.54340181433308,25.643464429795,4.10684035491573e-07,0.00014515264866183
"Bra006683",-2.41251694247974,5.78242771536825,25.4691470824141,4.49514197076255e-07,0.00015657426394972
"Bra003687",2.35994552122824,7.0025070796675,25.4319969752254,4.58254100413445e-07,0.000157283426856688
"Bra025028",-2.24530456244676,5.12678613731403,25.4053052140965,4.64638566481854e-07,0.000157283426856688
"Bra024102",3.67283521168732,2.84577814853115,25.358253384488,4.76110934113915e-07,0.00015892847486797
"Bra011132",-1.37289849322748,5.64995580559076,25.189045994068,5.19765782830834e-07,0.000171123983898031
"Bra030671",-2.74924466415681,5.09554288048538,24.8415782071643,6.22403731475584e-07,0.000202146638949786
"Bra023460",1.93051813090627,6.1670313725407,24.6748372834107,6.78644689276848e-07,0.000215982037729393
"Bra035634",4.31658275934254,8.20886942719019,24.6625775663778,6.8297557075118e-07,0.000215982037729393
"Bra015961",-2.75497633374774,2.87358619224274,24.6171823926086,6.99254604554179e-07,0.00021825824890721
"Bra029614",3.23858865104109,6.44814914124722,24.5049664915905,7.41185402127853e-07,0.000228380127624882
"Bra009136",4.95538223384217,1.07776228260913,24.3297699382928,8.11747742393114e-07,0.000246956268869318
"Bra012492",2.36196417427148,5.04705550470281,24.1876160050874,8.7392426307221e-07,0.000262548696733469
"Bra003126",-2.75052118815365,4.95623254667627,23.9703236090992,9.78320827768923e-07,0.000290283491044423
"Bra030155",2.58538214526974,6.81448259482565,23.8550878932714,1.03866983693666e-06,0.00030443159586507
"Bra008302",5.13823784336955,2.31448010161109,23.8041537474056,1.06652058705774e-06,0.000305861385913296
"Bra006291",3.39073205216006,4.85616337066682,23.7996833972713,1.06900043341586e-06,0.000305861385913296
"Bra007141",2.52998674017691,6.24749338850224,23.6299630062562,1.16755294640712e-06,0.000330129029575867
"Bra000111",1.92112026603056,7.34173506679597,23.5310658986077,1.22913038245573e-06,0.000343499065255128
"Bra008561",3.50968915141413,4.17465168912324,23.4855013285709,1.25858668267388e-06,0.000344812612959114
"Bra004735",4.36929899107933,2.93333388583822,23.4794915440197,1.26252433803786e-06,0.000344812612959114
"Bra017474",-3.57165857790285,4.23671601755536,23.4154522614399,1.30525847296866e-06,0.000352478451003693
"Bra033648",2.28451976573762,5.65499085100982,23.3004631528322,1.38566633873496e-06,0.000370034497612845
"Bra011759",4.0506321694715,7.17401565217785,23.251824032644,1.42115597781088e-06,0.000375341349128646
"Bra019307",-1.88741109915323,6.64158080395609,23.1718888336679,1.48147220434864e-06,0.000384661540079812
"Bra032105",-3.35243755264451,1.99886550009162,23.1628465899463,1.48845482347601e-06,0.000384661540079812
"Bra017855",2.44951162734741,5.60129683936179,22.9684653590743,1.64680721758711e-06,0.00042105707093073
"Bra035917",2.23318106710662,5.97435768013883,22.5811538783297,2.01451082521432e-06,0.000509650033402115
"Bra040320",3.47003981271447,1.72926607144227,22.4280331275782,2.18166385658306e-06,0.000546188636761637
"Bra018935",-2.75951750452982,3.75290453443951,22.350945587162,2.27101204790801e-06,0.000562695912983723
"Bra000292",4.98517173823266,4.49418223139745,22.26312172981,2.37728655049183e-06,0.000583017397495109
"Bra004749",2.39347216556916,7.0569054903402,22.1796075998758,2.48297103168698e-06,0.00059844731120202
"Bra038432",4.26371768910251,4.49772954878498,22.1741780277547,2.49000295914962e-06,0.00059844731120202
"Bra020472",-1.84977480216459,5.80424018561076,21.881001006613,2.9009186140449e-06,0.000684378494798557
"Bra022802_Bra022803",-2.48966245812119,7.70640549041967,21.8786374537462,2.90449390319767e-06,0.000684378494798557
"Bra039004",1.64274621972206,4.53889709607764,21.8086864788805,3.01233256429683e-06,0.000701846076359919
"Bra012899",4.50096962649459,3.62113413050665,21.7767427684752,3.06290536152409e-06,0.000701846076359919
"Bra035732",-3.1461857778616,3.58144966209188,21.7675502163378,3.07761609824883e-06,0.000701846076359919
"Bra100459",3.59561207834944,5.10081069229682,21.7564742915989,3.09543497104733e-06,0.000701846076359919
"Bra007864",2.59889483486206,7.47829317415164,21.6991929265782,3.18925431574678e-06,0.000716360170323907
"Bra017619",4.20183769323645,3.29519032553169,21.6350433938903,3.29771404422587e-06,0.00073386351239745
"Bra013115",2.63628866957954,5.47573912757456,21.5063600076824,3.52657114350441e-06,0.00077759276021087
"Bra035117",-2.1965293889765,5.39511987323586,21.4507429636979,3.63035329424666e-06,0.000793199191581128
"Bra027257",5.04125489753784,5.08996604660992,21.2742589902099,3.98040818975483e-06,0.000861848021915024
"Bra005743",2.749844232143,2.30871191592672,21.2234239366997,4.08738540640214e-06,0.000877109114798832
"Bra005564",-1.72510374052477,5.53892537943466,21.1690317473317,4.20504562694115e-06,0.000894372270777908
"Bra006850",3.96634593844263,7.49735750081547,21.0320669250996,4.51660414498382e-06,0.000952211087899483
"Bra028478",2.35057734571339,6.30479968375355,20.9676026240034,4.67116017068403e-06,0.000976231856888869
"Bra019537",3.84241035013421,2.76015754988735,20.9206086524246,4.78716539958573e-06,0.000991851148393479
"Bra033331",1.86699698400266,4.35700483859612,20.7993051769513,5.10014636212065e-06,0.00104766596296759
"Bra017224",2.59663048791412,2.64832112027184,20.7014179544846,5.3676238902725e-06,0.00109326671676957
"Bra013678",-2.13489169261294,6.51847517289907,20.6800619979818,5.42782524439532e-06,0.00109623825146048
"Bra005033",7.8151557238787,2.27540633629745,20.5875291762784,5.69659926584017e-06,0.00114093388962669
"Bra000090",2.76404426399111,5.98669859831317,20.5543298010199,5.7962540019422e-06,0.00114579738584174
"Bra027925",-2.00131086764019,6.57456098260741,20.547743760804,5.81623038498344e-06,0.00114579738584174
"Bra009773",2.97151603362744,4.33806345536289,20.3510000423226,6.44593915872928e-06,0.00125952603041382
"Bra011249",-1.77945403232819,5.36678382795157,20.3292810383193,6.51952088237106e-06,0.00126363036199118
"Bra033980",2.38706437663432,5.26263577044817,20.2195394305081,6.90440968638655e-06,0.00132752465922092
"Bra018785",-3.95665900865985,2.51864288869465,20.1851930502784,7.02949540668042e-06,0.00133038674242227
"Bra033526",2.33303945010577,5.69831794180194,20.1850546536103,7.03000400630892e-06,0.00133038674242227
"Bra027681",6.95251869930667,1.65036936007184,20.0468817995122,7.55666471212569e-06,0.00141888187258773
"Bra033063",-2.71319631159691,2.73720137149791,20.0106607452086,7.70116148588033e-06,0.00143480399342363
"Bra018311",-2.22741975019879,8.13604038144938,19.9323073547808,8.0232986228009e-06,0.00148332276231074
"Bra014225",5.75459041544562,1.21961086837623,19.9093526529785,8.12021058227828e-06,0.00148977970331661
"Bra024311",2.09804832309214,8.7492012009411,19.8631508616227,8.31884678893224e-06,0.0015146603312515
"Bra028893",2.26438409763721,6.11722583092335,19.8468619420381,8.39003511819873e-06,0.00151613612053224
"Bra001697",2.19073831196946,4.28321055773869,19.7501248685275,8.82559277803483e-06,0.00158294251363649
"Bra004491",-4.08433450245481,2.25138321725602,19.6688804999726,9.20888895961401e-06,0.00163332168059339
"Bra016266",1.47505246551198,5.79914414044092,19.6619403547935,9.24239612884665e-06,0.00163332168059339
"Bra007904",-5.33570987021197,4.67611955540652,19.6458211931151,9.32069286862676e-06,0.0016351352730261
"Bra020301",-2.48060491503328,4.01252916550797,19.6310950975058,9.39280495712145e-06,0.00163584546622795
"Bra038585",-6.83334473778998,1.28688233713737,19.5582079718758,9.75805836196292e-06,0.00168723147245624
"Bra003007",-3.53417009155358,8.44594674522893,19.530024184298,9.90308724834954e-06,0.00170007713519166
"Bra003699",9.44951205379532,2.67478627398,19.4486686961378,1.03339845028959e-05,0.00176146796838723
"Bra020697",2.95538441698511,4.65144274478364,19.3851892726885,1.06832377591038e-05,0.00180817560776267
"Bra031737",2.51732287916856,4.17893685340767,19.3245820004337,1.10277446806242e-05,0.00185343227730155
"Bra101146",-2.59131239754019,3.3394892266079,19.0799458637619,1.25355210335847e-05,0.00209221328139704
"Bra000778",5.72044013626986,6.06290904657356,19.0252202392704,1.29002103999544e-05,0.00212585783177121
"Bra019179",3.68414121800383,5.59702303051131,19.0231805370329,1.29140069667387e-05,0.00212585783177121
"Bra102601",-2.03622841558873,4.28372068698452,18.9084305928933,1.37145245877276e-05,0.00222237676673418
"Bra021171",1.67522176643524,6.94006632801677,18.905835470597,1.37331936849191e-05,0.00222237676673418
"Bra026669",1.76818485485018,6.7246803013736,18.8996579110545,1.37777372989678e-05,0.00222237676673418
"Bra007279",-2.16938143715795,3.16699671499651,18.7559364935248,1.48560177796205e-05,0.00236979426220888
"Bra012890",-2.40506592684386,3.1263226184395,18.7517248680087,1.48888630104661e-05,0.00236979426220888
"Bra029589",1.84153669713161,7.57160653823648,18.6692973442264,1.55465782658578e-05,0.00244956183588136
"Bra023526",3.04727266942725,4.13492037061852,18.663506782139,1.55938653944349e-05,0.00244956183588136
"Bra027717",2.02670178328122,4.93445898074317,18.5236142152754,1.67812239385959e-05,0.0026189606242871
"Bra010171",1.9883743168025,4.17862167102647,18.4767490502453,1.71989772671609e-05,0.00266083240320543
"Bra036637",-3.27868226450233,2.85696433872265,18.4687912108984,1.72709434509465e-05,0.00266083240320543
"Bra019200",-3.56576162092573,2.82713106237862,18.3577864279077,1.83069285321878e-05,0.00280247592574906
"Bra009711",1.81756487773264,4.71116667711611,18.2819229966566,1.90506404491131e-05,0.00289786767439231
"Bra024238",3.15362870699111,7.60168119144669,18.2615258801089,1.92557267399889e-05,0.00291064236772889
"Bra023084",-1.91276923586879,9.00550481191326,18.2180915032244,1.96998657663812e-05,0.00295916608643253
"Bra016147",-1.56463992881942,6.3374131450259,18.2028218868222,1.98584385049149e-05,0.00296445783246661
"Bra024074",2.37621207919736,4.87280378451018,18.1600654285435,2.03093138992115e-05,0.00299507973583075
"Bra032409",-1.38050693637319,4.64593157351947,18.1597379395339,2.03128067296502e-05,0.00299507973583075
"Bra005221",-2.04093860537154,7.61539857073222,18.1136605025976,2.08103098506595e-05,0.00304972553018751
"Bra037743",-2.33789991126338,4.51308835518114,18.098360400727,2.09781995209997e-05,0.0030525821084546
"Bra009841",3.78839316082502,9.05726358975659,18.088797542315,2.10838241659093e-05,0.0030525821084546
"Bra029875",-1.94268072587707,3.86276337964986,18.0260808841678,2.17899168614322e-05,0.00313592132842911
"Bra010360",2.66847826679986,2.96617280971999,17.8348061572344,2.40935393153438e-05,0.00343082718444443
"Bra016300",3.16843480273416,3.70472808617067,17.8323574151633,2.41245649567741e-05,0.00343082718444443
"Bra019095",-1.50911580786974,4.59556770825191,17.6774962968618,2.6170450681981e-05,0.00368395444473881
"Bra018424",2.85820162970664,2.34881247056728,17.6745483025692,2.62110431076948e-05,0.00368395444473881
"Bra016683",2.96157940601028,4.10658529599328,17.6393115986839,2.6701160856913e-05,0.00372521819454419
"Bra017160",4.19929622951608,4.81005876025501,17.6195917989998,2.69794577398486e-05,0.00372521819454419
"Bra025383",-1.62999034207783,5.06738770067597,17.5988242730579,2.72756926018477e-05,0.00372521819454419
"Bra029880",-2.88804709028492,3.17980899212885,17.5921647334572,2.73713768996471e-05,0.00372521819454419
"Bra016964",-1.53983329756565,5.25887324847344,17.591883829854,2.73754203296829e-05,0.00372521819454419
"Bra031389",-2.18659207104169,10.1710202569594,17.5877760060585,2.74346184752568e-05,0.00372521819454419
"Bra002189",2.32861149464278,7.35843287794998,17.5405538878705,2.81244501836848e-05,0.00379743278491394
"Bra013684",-2.46970784013608,5.02752440303748,17.508480171676,2.86029051064373e-05,0.00384045933702857
"Bra031841",-3.20894138498575,4.21769486939464,17.4917213419811,2.88561474426903e-05,0.0038529369313201
"Bra033822",5.92672258061107,2.44037230608014,17.4693711552184,2.91973905397139e-05,0.00387696179133417
"Bra038746",2.66931765309315,3.47912476240623,17.4324347819433,2.97702483950847e-05,0.00393130851608498
"Bra012218",3.59403294979967,4.34713224710572,17.4007933067057,3.02699610331944e-05,0.00397545488235954
"Bra023383",4.10518717859514,2.87500820945741,17.3859462897963,3.05073367356519e-05,0.0039848550603514
"Bra001819",-1.49904367111043,6.00213722296591,17.2803557828387,3.22503753819996e-05,0.00418975957800529
"Bra020672",4.18071101938597,3.90254251660652,17.1576025098951,3.44029707692007e-05,0.00441590713334247
"Bra009854",2.24868284394557,6.91903971622023,17.1559678583647,3.44325896566673e-05,0.00441590713334247
"Bra001774",3.25433166434719,6.97832368901027,17.149923222306,3.45423375662971e-05,0.00441590713334247
"Bra027940",2.26911445209093,6.18001555666401,17.136214991837,3.47925321911804e-05,0.00442435829990915
"Bra023576",-2.0079414112373,3.89526140181129,17.1055134818842,3.53595064391016e-05,0.00447279146188089
"Bra007886",-3.21900673441276,3.46242776993814,17.0955266649077,3.55459306241076e-05,0.0044728319194754
"Bra029387",-3.53653854158497,2.03690504897521,17.0517166382417,3.63754770781182e-05,0.00455337612549735
"Bra038567",-2.55427548173726,2.60176960950424,16.9123602173957,3.91458514500825e-05,0.00487281456555019
"Bra019265",-3.95835951587748,2.62732986279671,16.9033134850306,3.93328628491611e-05,0.00487281456555019
"Bra032747",-2.61992439781637,2.92518631705285,16.8605069482127,4.02299992938674e-05,0.00495839898989133
"Bra003670",-2.45892411635955,6.0133740705962,16.8461879685917,4.05346640345523e-05,0.00497045977248179
"Bra035015",1.91981962880335,4.22604845278438,16.7956004570483,4.16297069762079e-05,0.00507882425109737
"Bra037877",3.79565972003937,4.28300251580926,16.7727456950627,4.21341389288489e-05,0.00511440351018159
"Bra001921",-3.0539987800127,7.26791717796049,16.7593387747777,4.2432900628102e-05,0.00512478559646132
"Bra019398",2.94125806946911,2.00451231500958,16.7400947627718,4.28654633221395e-05,0.00515114272742151
"Bra035778",2.39659364926687,4.56305080318119,16.6758223799961,4.43425527567186e-05,0.00530213389529838
"Bra038899",2.56930270696778,3.75620260104997,16.6563734626635,4.47995286448736e-05,0.00533025678936085
"Bra029414",-1.86650556257916,6.2249886297412,16.624270187106,4.55642159004074e-05,0.00539453381748962
"Bra029039",-4.62327517191031,2.24763172741561,16.6043217967212,4.60459755855186e-05,0.00542484792756055
"Bra030429",-1.99406553427791,9.28959215415708,16.4870481340185,4.89835491941919e-05,0.00574278351869858
"Bra006985",-2.03667733346552,7.12945338337659,16.4085912071517,5.10533095822258e-05,0.00595638467232628
"Bra026022",-4.45633175344807,0.883036709248863,16.3704856023831,5.2090073709882e-05,0.0060454499269533
"Bra011349",6.51944344199727,2.98360886842549,16.359310090748,5.23981292730152e-05,0.0060454499269533
"Bra015704",-1.55077178846345,4.09779445625718,16.3530562318461,5.25713170813531e-05,0.0060454499269533
"Bra037731",3.65741027343407,6.91131739922487,16.2557457282668,5.53415114968789e-05,0.00633370422531422
"Bra020799",2.11065916047128,2.90177076374908,16.1974391408232,5.70712151349975e-05,0.00649239803745285
"Bra035641",-2.29360415877583,3.72662530734233,16.1909058612905,5.72683857843057e-05,0.00649239803745285
"Bra024935",2.32975098232647,3.587301611198,16.1077435344469,5.98388628574811e-05,0.0067519588259
"Bra023130",-1.71968490955077,3.58535393128567,16.097891998019,6.01509537847223e-05,0.006755052955896
"Bra001642",1.57133751877996,7.0855300511308,16.0891768456341,6.04284091502721e-05,0.006755052955896
"Bra004946",-2.43255972281173,3.42375329213394,15.9607724289577,6.46687140899837e-05,0.00718746392009831
"Bra010085",-2.20775703705475,2.6954139169422,15.9541683870996,6.48947187593132e-05,0.00718746392009831
"Bra008371",-1.9261156131593,2.80725702566312,15.8726792057533,6.77497200346832e-05,0.00744466437701446
"Bra034030",-2.88330617885002,3.55521756028054,15.8702578018277,6.78364607874747e-05,0.00744466437701446
"Bra009840",2.33116951750691,4.37176766484097,15.834532930475,6.91292744899534e-05,0.00755205901405245
"Bra013657",-3.09899914167167,2.01612528146307,15.8095257513455,7.00489547840685e-05,0.00761790307366652
"Bra025359",2.36779532069951,8.10355335410446,15.7203480898382,7.34299802782839e-05,0.00794962227931656
"Bra015694",-1.77379014706114,3.31382195286832,15.6846924515006,7.48273174154841e-05,0.0080645728554428
"Bra018209",-1.43625156939111,4.05843899740645,15.5176159470587,8.17399505795457e-05,0.00877025880459286
"Bra022827",2.27252109186356,7.35164770756476,15.4271305819202,8.57483322531656e-05,0.00908068941527665
"Bra038785",-2.4190678416717,3.4368739870502,15.4226500031581,8.59518774575351e-05,0.00908068941527665
"Bra024459",-5.82362079356854,2.47547888622732,15.4220079420721,8.59810850156916e-05,0.00908068941527665
"Bra016498",2.21156057696337,4.07040337066878,15.4184194329094,8.61445113873295e-05,0.00908068941527665
"Bra028150",1.58196999246378,5.45442918866522,15.3998977016623,8.69930032597569e-05,0.00908218526302013
"Bra023802",3.29247753294026,1.4884053874674,15.3884033857936,8.75237883246192e-05,0.00908218526302013
"Bra006293",5.63448225497048,1.83367479607363,15.3851637064938,8.76739781888335e-05,0.00908218526302013
"Bra000754",-2.38634254693978,3.26934229264819,15.3795500624032,8.79348380777032e-05,0.00908218526302013
"Bra028523",-1.79594026548132,6.28204274147038,15.3723360098144,8.82712141930186e-05,0.00908218526302013
"Bra038321",1.58715362435667,7.14870773390193,15.3690249297433,8.84260360966427e-05,0.00908218526302013
"Bra005735",-1.48270749283317,7.77307100380511,15.346052559376,8.95077455570361e-05,0.00908586506651355
"Bra011961",-1.43281650335938,6.95730579668392,15.3437531910651,8.961674724942e-05,0.00908586506651355
"Bra031771",1.97921642316175,5.806649526083,15.3430631761166,8.9649483496839e-05,0.00908586506651355
"Bra019357",-1.38664177334987,4.97020776179917,15.3362360228568,8.99740320308823e-05,0.00908586506651355
"Bra019742",4.20428556390995,7.26470329031932,15.3264684889468,9.0440416858284e-05,0.0090947488651548
"Bra024675",2.36238557757517,3.78137754381608,15.2940620104949,9.20052719349465e-05,0.00921356127368543
"Bra008780",2.20843861910827,6.52031813986045,15.2791092755856,9.27364728289545e-05,0.00924825057249416
"Bra010283",-1.84568195474013,3.9227562001256,15.2060184143427,9.63957145633825e-05,0.00957344877610056
"Bra015323",2.01981869836477,4.53781225432653,15.161718149816,9.86839474878013e-05,0.00971613472831927
"Bra030116",1.40624257695707,6.34588952525968,15.1580061042131,9.88781494350593e-05,0.00971613472831927
"Bra012607",1.8498507345757,6.65875509079721,15.1548183723705,9.90452279453367e-05,0.00971613472831927
"Bra012597",2.5968886013481,2.7600136221807,15.1130109762494,0.000101262958520178,0.00981534323405294
"Bra034140",2.27047412482328,4.75174997702724,15.1097003322341,0.00010144069710031,0.00981534323405294
"Bra000534",-1.64855680841471,5.40217452909439,15.1066215212358,0.000101606271001689,0.00981534323405294
"Bra028400",1.90184043728106,5.3109617375574,15.1050641989469,0.000101690125042822,0.00981534323405294
"Bra027206",1.28460787343973,6.19766987678226,15.0965990396346,0.000102147151369823,0.00982001854408934
"Bra004581",2.41980154765319,5.95165191190205,15.0888625146931,0.000102566647101933,0.00982106293405524
"Bra101149",3.94175026215187,2.50802300355589,15.0683450763096,0.000103687574822154,0.00985487320582011
"Bra005469",1.9204278940123,7.75262195972503,15.067012032147,0.000103760828024243,0.00985487320582011
"Bra009182",2.83761038605699,2.36771177346909,15.0599483111843,0.00010414986245645,0.00985487320582011
