"GeneID","logFC","logCPM","LR","PValue","FDR"
"Bra011000",1.25584032990594,4.44222123654002,25.4682842728455,4.49715273040363e-07,0.00011029037624747
"Bra025481",1.86069863814745,3.54078327024527,25.329098248684,4.83361722323345e-07,0.000117344602366861
"Bra039160",-1.16794842698579,5.21067501968698,25.2848823607855,4.945698902794e-07,0.000118864927429751
"Bra004457",-1.59076837852053,4.26342574185371,25.2512883619062,5.03259416834152e-07,0.000119755810140515
"Bra022475",2.14474370176094,4.9571083746868,25.229378855792,5.09008898033964e-07,0.000119936469170081
"Bra023863",2.35305959255102,1.69692608925353,25.1668036848363,5.25795063323711e-07,0.000122688917979826
"Bra025250",1.94308037365517,2.36255451153494,25.0675913313266,5.53554354592574e-07,0.000127924282291134
"Bra034122",-1.54041198543124,2.08316546710925,24.5642886683291,7.18714111346573e-07,0.000164510237639081
"Bra013445",1.79727842239883,4.06406503711288,24.5142807384332,7.37611087571688e-07,0.000167242876214132
"Bra035092",0.97958198232426,5.03663734370272,24.495937586338,7.4466679432221e-07,0.00016726468910972
"Bra024640",2.14831806291391,2.76594964477213,24.2755105397748,8.34938851474819e-07,0.000185804818114313
"Bra033713",-1.3423383723295,5.82869523318642,24.215714994514,8.61266494958699e-07,0.000189905311374655
"Bra000256",-2.55785756983649,1.47240977355137,24.1654470788518,8.84042224628789e-07,0.000193155189333894
"Bra029831",1.57270778587862,8.25685060530159,24.0468755499942,9.40186986273037e-07,0.000201917405863924
"Bra001662",1.44117365876407,3.70884621915651,24.0453171740795,9.40948217390341e-07,0.000201917405863924
"Bra028554",3.12978664446352,1.09628633357458,24.0085585110735,9.5908431950322e-07,0.000203987898539295
"Bra006015",1.43538428794187,4.27207699347681,23.9691101753612,9.78937617020677e-07,0.00020638409374978
"Bra024087",-1.41506892361144,6.98848073220349,23.930628394556,9.9870152899209e-07,0.000208115315413542
"Bra036747",0.72625260960697,5.09822584552555,23.9195450757659,1.00446769526383e-06,0.000208115315413542
"Bra000119",-2.00410242148719,1.92238771591619,23.7890196997272,1.07493930205066e-06,0.000219337272668886
"Bra001697",-1.70467769585661,4.28321055749216,23.7855430525555,1.07688267350123e-06,0.000219337272668886
"Bra006304",1.63883524372818,2.9256591608085,23.6478112723017,1.15677403177243e-06,0.000233629471257299
"Bra006415",0.997160008235047,3.88706454815724,23.6310968629303,1.16686520190892e-06,0.000233703652188991
"Bra020975",-1.31368045673555,7.042405971269,23.5866674353423,1.19412039013412e-06,0.000237185863276723
"Bra029887",1.3228377573647,3.01638782721106,23.4283554543133,1.29653287540354e-06,0.00025512917764921
"Bra013859",-1.04340644651324,5.40769881841635,23.4148203378251,1.30568731176054e-06,0.00025512917764921
"Bra019406",1.15743463905705,7.08595936146579,23.2180384349609,1.44634291749882e-06,0.000280333916767474
"Bra022432",1.59897762720502,5.3801663694007,23.1624448485912,1.48876582170324e-06,0.000286227216019843
"Bra006297",-1.27002885797608,5.31735798036195,23.147262089446,1.50056708073979e-06,0.000286227216019843
"Bra040857",1.75181134305699,7.44562596369299,23.1013237570873,1.53684856780851e-06,0.000290839515580392
"Bra001948",-1.15032741619974,5.19427103130593,23.0552236992324,1.57414239136133e-06,0.000295569829952956
"Bra004385",2.93237455895071,2.14901848954655,23.0202468556289,1.60304228085094e-06,0.000298662931612183
"Bra040958",1.96093327658919,2.459593873107,22.918890662317,1.68982959303089e-06,0.00031241049568388
"Bra101355",1.76988245184168,2.13889658304659,22.7146947158079,1.87925251648965e-06,0.000343483991190726
"Bra039236",0.93055697208229,4.6379872447473,22.7020945726682,1.8916156303874e-06,0.000343483991190726
"Bra013723",-1.40862234643024,3.16618953995202,22.6928066765047,1.90078101141577e-06,0.000343483991190726
"Bra031784",-1.54355488198541,5.2667299937836,22.6522123001529,1.94136562531113e-06,0.000348199861483042
"Bra006498",-2.03830033428656,4.48730905668028,22.5785004713678,2.0172950640445e-06,0.000359138293105523
"Bra008873",1.74511933295098,1.98853287964994,22.5455432349433,2.052200770181e-06,0.000362666127283309
"Bra001090",1.71347275937515,10.178921264365,22.4854548843423,2.11740847918056e-06,0.000371458360500917
"Bra102159",-1.73755620478299,2.23442427980259,22.3850377844643,2.23105350510083e-06,0.000386764118091668
"Bra040309",-1.55592350792651,3.13012455534396,22.3800630627851,2.23683999395614e-06,0.000386764118091668
"Bra008857",1.02656287102461,4.48173121016654,22.3082224944233,2.32210181392205e-06,0.000398638535684304
"Bra039976",-1.37034585644614,7.38604837585315,22.2267227132625,2.42278193638166e-06,0.000412972631624092
"Bra003375",-0.908679511278053,3.99666235526474,22.2108607715258,2.44288018065998e-06,0.000413294814343185
"Bra010788",1.79485482872922,4.39011525904843,22.1961602974416,2.46165607375218e-06,0.000413294814343185
"Bra014302",-1.14746060788509,6.14227612221064,22.1848031452849,2.47626084985515e-06,0.000413294814343185
"Bra002220",-1.42939347996235,5.83643261736306,22.1419797443639,2.53211595905425e-06,0.000418062634335917
"Bra102732",-1.07531305964072,3.45680103472482,22.136301422392,2.53961656873778e-06,0.000418062634335917
"Bra020340",-0.982690159827074,5.44151384918097,22.0952796679584,2.59446933216038e-06,0.000422016644852101
"Bra018347",-1.93501656331982,5.57054094161119,22.0921117958789,2.59875440784351e-06,0.000422016644852101
"Bra021681",1.1454083342843,4.10799231884271,22.0398579997641,2.67046974795447e-06,0.000430752147129784
"Bra022717",0.973546237732683,5.25924744989201,22.0048493794103,2.71962454809317e-06,0.000435641374516062
"Bra003418",2.05793162790071,1.81850086800736,21.9926030171631,2.73703285145733e-06,0.000435641374516062
"Bra012833",1.31011586043567,3.81669530881327,21.9788585474616,2.75670391128302e-06,0.000435885669761686
"Bra101799",-1.51080056390891,2.26478455317803,21.8512300623926,2.94627668733633e-06,0.000461039440179528
"Bra001728",1.83679773936991,1.2435914097633,21.8461083751896,2.95415136005855e-06,0.000461039440179528
"Bra020993",-1.55233712688791,3.70515857579451,21.76327473618,3.08448223317604e-06,0.000478273845110664
"Bra038949",1.2532008926646,4.89503372826788,21.6263581448201,3.31268020586887e-06,0.000510365102999053
"Bra008038",1.36491274557992,3.93011161640617,21.6011574760212,3.35649212468791e-06,0.000512817955584804
"Bra010153",1.2912517181758,2.56753285169758,21.5869711604672,3.38141063062638e-06,0.000512817955584804
"Bra003953",1.22396051592223,2.76271688436408,21.58062784137,3.39261275434733e-06,0.000512817955584804
"Bra012805",-1.0834059773757,3.9894963505907,21.5560165787793,3.43642919854008e-06,0.000516194620985701
"Bra001484",0.852989568122184,5.31761924355664,21.4582702234312,3.61612997129065e-06,0.000539814085279499
"Bra029740",2.04508079092965,2.50222839738427,21.298062198431,3.93128702323522e-06,0.000581587150893243
"Bra003450",0.850974128626578,4.90836932245641,21.2862179220385,3.95565279503254e-06,0.000581587150893243
"Bra019246",3.37636694386118,3.26458396401156,21.2799748924607,3.96855674238545e-06,0.000581587150893243
"Bra024318",1.04754275248401,3.40722964275204,21.2647575524388,4.00018726949536e-06,0.000582669702030615
"Bra039735",1.10592279028079,4.80833985185551,21.2511923480779,4.0285969120028e-06,0.000583272880620935
"Bra000937",1.19809572330648,3.65406233737002,21.2155404068471,4.10423198424839e-06,0.000590665338379795
"Bra019320",1.74103604450348,3.32213805657771,21.2020223041436,4.13328160753715e-06,0.000591305298544927
"Bra029869",1.56496015385928,2.08204285505586,21.1901163122427,4.15903774414702e-06,0.000591469308537453
"Bra019193",-0.84008894109415,5.30307676990625,21.1605132704355,4.22377803540535e-06,0.000597142831193719
"Bra008357",1.10848952821705,3.99787417230799,21.1443197472446,4.25961934259633e-06,0.000598688253099183
"Bra025668",1.13165061832478,6.45655608218079,21.1123671259697,4.33123820819358e-06,0.000601106701605559
"Bra009285",-2.35134528339682,2.86988245564498,21.1045501962562,4.34894234501031e-06,0.000601106701605559
"Bra019121",0.912981290585214,4.66957512104242,21.09945848111,4.36051333238093e-06,0.000601106701605559
"Bra023414",-1.03987028305858,4.239550094143,21.0888978139254,4.38461117081035e-06,0.000601106701605559
"Bra000777",-3.16136811923923,1.31808769827662,21.0813657455674,4.40187981536899e-06,0.000601106701605559
"Bra036160",0.790129241989249,5.53446218194497,21.057445317366,4.45717565367097e-06,0.000605218981131798
"Bra036192",1.86762510490575,1.76976722694119,21.0099292199897,4.56909295261939e-06,0.000616930224849743
"Bra038611",1.39560598761021,5.02961785526761,20.9683983976506,4.66922027823097e-06,0.000626321879763314
"Bra011033",0.972621576681182,6.0911027225161,20.9595774150315,4.69076884236484e-06,0.000626321879763314
"Bra000111",-1.42885992697281,7.34173506669807,20.8979172256367,4.84421023332152e-06,0.000643236180926239
"Bra040573",1.03999157973748,8.05777980796216,20.8569292489622,4.94898618756801e-06,0.000653215219678154
"Bra036869_Bra036870",1.14801130285925,3.50953356684815,20.8473805767184,4.97371994678797e-06,0.000653215219678154
"Bra038480",-1.69982801429984,3.83065679814216,20.7970114093258,5.10625837669237e-06,0.00066697724905122
"Bra018084",-1.36036087484858,3.489119844227,20.7361450284816,5.27115752018346e-06,0.000679666459334046
"Bra026860",1.84615518757405,3.14732692729217,20.7346310437533,5.27532662857179e-06,0.000679666459334046
"Bra011425",2.32696822518404,1.99907969071532,20.729948224799,5.28824281831849e-06,0.000679666459334046
"Bra024717",2.16225147411389,2.77238083541303,20.6767413395155,5.43724669939011e-06,0.000695099931772031
"Bra007240",0.837221462341325,6.04670374534169,20.6480268075681,5.51940397260782e-06,0.000701869603585483
"Bra024216",1.08720596284081,4.58509267862941,20.617436413756,5.60829966160174e-06,0.00070942038982598
"Bra032824",1.98640821735466,1.98683467498277,20.6023519445298,5.65266274232911e-06,0.000711288462560931
"Bra010857",-1.80454899309213,1.45083654680871,20.5854782258783,5.70270547206378e-06,0.000713848038101983
"Bra003560",0.810453663524508,5.53494597588915,20.5473580799827,5.81740234848456e-06,0.000724432373282269
"Bra006337",-0.986872882850189,4.29984984014431,20.4978128930869,5.96994277301428e-06,0.000739595900034151
"Bra011965",1.32772618496743,4.96275818198673,20.3704236237606,6.38084044817259e-06,0.000786446765801949
"Bra037992",0.831443703144161,6.26071031171092,20.2587121606656,6.76447177591359e-06,0.000829476095215854
"Bra015274",-1.87988529408945,6.06214771068568,20.2216238816697,6.89689066236062e-06,0.000841420660807995
"Bra024920",0.723175599143096,5.59275189985331,20.1440837507079,7.1822055167905e-06,0.000871803673689611
"Bra038486",1.48372546069309,3.76273488283298,20.1083848405938,7.31751676301603e-06,0.000881095662887949
"Bra005221",1.59498757312672,7.61539857104926,20.1045830657696,7.33207674867229e-06,0.000881095662887949
"Bra024118",1.63660437979913,2.73377489720919,20.0894526471261,7.39031178742904e-06,0.000883675390542635
"Bra001891",1.45311743449338,7.83131417169939,20.0586022656469,7.51049351352988e-06,0.000893600005466223
"Bra008540",0.97413557671086,6.72148936768994,20.0073575231896,7.71447626500472e-06,0.000913348386961199
"Bra000222",-1.84883099926683,1.72984851830582,19.9432073606615,7.97768755502756e-06,0.000937058229194434
"Bra000301",-0.923795830963021,4.47729613620876,19.9375898043482,8.00116161476754e-06,0.000937058229194434
"Bra010895",2.54132946169445,1.36530695309538,19.9233604691874,8.06093242962727e-06,0.000937058229194434
"Bra000261",1.47773139636423,2.89272216186101,19.9191327252185,8.07877744159056e-06,0.000937058229194434
"Bra014247",1.81218913854685,2.64684524724332,19.9118329707719,8.10968260266465e-06,0.000937058229194434
"Bra039968",-1.29138629301204,3.29135891091147,19.865540337433,8.3084550611572e-06,0.00095502699631213
"Bra017035",1.42765165286934,4.3270439001155,19.8572272539788,8.34466460953429e-06,0.00095502699631213
"Bra023710",-1.61057537406682,2.08548032976458,19.7895695294023,8.64531729517364e-06,0.000984204719775414
"Bra020157",1.0122284035036,3.49103982714745,19.7725187143838,8.7227871793954e-06,0.000984204719775414
"Bra012198",2.88967094807119,6.87312210248386,19.7653752736403,8.75545000135004e-06,0.000984204719775414
"Bra034157",0.843281833518695,4.49392038764806,19.7636383288535,8.76341058633347e-06,0.000984204719775414
"Bra101750",1.2817606749823,2.89622072564537,19.7305897706879,8.91626743870238e-06,0.000996714286612897
"Bra013667",1.60489720438277,2.09613681076775,19.7136058358816,8.99586030584583e-06,0.000998612748834573
"Bra021114",2.84322898494167,1.81566664081017,19.7092579633834,9.0163504409213e-06,0.000998612748834573
"Bra035230",0.739297114114567,5.95139876731323,19.6207079045679,9.44400656937897e-06,0.00104118006370851
"Bra004991",1.45848126154082,4.37443177512245,19.5657890919255,9.7194124901811e-06,0.00106665004469869
"Bra002423",1.16308761474546,5.68999239431837,19.4285873881873,1.04432107058393e-05,0.00113739078007803
"Bra008951",1.50841952482118,2.63754785362304,19.4257646098898,1.0458657002465e-05,0.00113739078007803
"Bra013120",1.38160409377285,7.11647257003626,19.4069710505082,1.05620821579426e-05,0.00114346433596393
"Bra010890",1.11667095239884,4.18195048981213,19.3901601790221,1.06554660356302e-05,0.00114840121390285
"Bra030430",1.86115422185717,1.49422235591689,19.3778865472178,1.07241688866496e-05,0.00115064587063275
"Bra015641",1.30139556955452,4.05615229660607,19.3674512223556,1.07829313862007e-05,0.00115180876860422
"Bra003007",2.85103212528461,8.44594674543467,19.3371899214826,1.09551708720709e-05,0.0011650291006166
"Bra015436",1.13143158270736,6.63869149806261,19.3164502384695,1.10748086903016e-05,0.00117092413285507
"Bra020854",0.879493880457273,3.54772602705512,19.310728883507,1.110804286806e-05,0.00117092413285507
"Bra011994",1.12668875867131,3.21834242351011,19.2719917292911,1.1335708897982e-05,0.00118970492425371
"Bra003320",-3.24813553975339,1.8256932332734,19.2323092743634,1.15737903327118e-05,0.00120901297431174
"Bra024901",1.23368391715328,3.37355602378185,19.2246550125145,1.16202878033624e-05,0.00120901297431174
"Bra012948",1.87128324165813,1.97095548137467,19.1681463435294,1.19694167560767e-05,0.00123650041632829
"Bra004712",-1.91280412746107,3.45824214634265,19.1652844505459,1.19873760923896e-05,0.00123650041632829
"Bra024559",-0.892427732235513,5.01805115895382,19.1500900615978,1.20831801706556e-05,0.00124105620607495
"Bra034739",-1.9335756847553,6.37754178038888,19.0986567294832,1.24132224052772e-05,0.00126765240015301
"Bra011096",-1.11787739108622,4.67979701654246,19.0933763288384,1.24476144809899e-05,0.00126765240015301
"Bra027521",-2.06817241688319,4.48294087090016,19.0352870675063,1.28323347703789e-05,0.00130131786443581
"Bra006985",1.57564080692141,7.12945338385226,18.9950961596171,1.31054835541963e-05,0.00132343357874602
"Bra033532",-2.15420659438088,1.90805292007848,18.9799332922964,1.32100451160641e-05,0.00132841098041626
"Bra018555",-1.61255239566175,1.56127429149236,18.940771785789,1.34839916049024e-05,0.00134567654876256
"Bra039217",0.947074675028407,5.97283234570323,18.9335514917162,1.35351192006057e-05,0.00134567654876256
"Bra023711",-1.60091676899878,5.22966477951488,18.9314960179445,1.35497097778372e-05,0.00134567654876256
"Bra025497",1.04934443955634,3.92275664695024,18.9145151374255,1.36708527472969e-05,0.00135212047295693
"Bra013647",1.3102258265303,3.57874144686507,18.8760288926125,1.39494586484232e-05,0.00136256166157839
"Bra038899",1.62181323039049,3.75620260100871,18.8741528784231,1.39631841355942e-05,0.00136256166157839
"Bra004491",2.83255182089294,2.25138321830059,18.8729334453787,1.39721131492846e-05,0.00136256166157839
"Bra015499",0.996435069366158,5.44616410408785,18.8637366959754,1.40396391692923e-05,0.00136256166157839
"Bra004982",1.5748123703221,4.03590476993849,18.8609878669436,1.40598856649513e-05,0.00136256166157839
"Bra012910",1.22465339931794,4.14338674015304,18.8379420665902,1.42307871018948e-05,0.00136977663940241
"Bra029650",-0.941743831838039,5.31063001383477,18.8355933152543,1.42483215382625e-05,0.00136977663940241
"Bra023506",-0.798398009725822,6.08690347330516,18.8252319809422,1.43259327068538e-05,0.00137175086325309
"Bra017117",2.44551328512216,3.08814972164874,18.7841013435861,1.46382310893215e-05,0.00139609224603473
"Bra007096",-2.09276015076379,1.54524858782678,18.7714429316591,1.47357135885764e-05,0.00139983454698753
"Bra009840",-1.78919130066296,4.37176766460853,18.75632911722,1.48529595334996e-05,0.00140541743869342
"Bra019741",-2.28939686688085,7.82597164398683,18.6720537138082,1.55241197083174e-05,0.00146316350223412
"Bra002753",1.11775976703983,3.06555981788049,18.6468626332325,1.57305914835001e-05,0.00147683217075953
"Bra003999",1.32914910232136,4.59186870988631,18.6241532861193,1.59190854976588e-05,0.00148871323288223
"Bra011671",2.77386937483967,8.5274207384849,18.5953435321557,1.61614829401767e-05,0.00150552356970623
"Bra027319",1.79096849336351,4.01654332397574,18.5515188678249,1.65373402085585e-05,0.00153458855047295
"Bra036198",-0.894076367134602,5.53505537428207,18.5379993118127,1.66550518863979e-05,0.00153956737322187
"Bra012524",1.48799151391424,3.44350688498365,18.5287585666442,1.67359927970281e-05,0.00154112203403745
"Bra000875",2.34669134235591,4.55195877253299,18.4976985089568,1.70109591912443e-05,0.00155715647139342
"Bra024807",-1.06661339141065,7.09361719605153,18.4944811088769,1.70397000905579e-05,0.00155715647139342
"Bra014550",2.8654558438028,5.67741805827624,18.4515119116231,1.742825082853e-05,0.00158663098641246
"Bra003592",0.798499986998542,4.97880897681409,18.4277847956333,1.76466056486057e-05,0.00160044724588147
"Bra003978",1.83187894119105,1.9107124403592,18.3659761446939,1.82284069863701e-05,0.00164699824627977
"Bra021430",-1.15283745634438,5.25722418548554,18.3510558510508,1.83717144069159e-05,0.00165372952829894
"Bra008885",-1.7623026808087,1.40039349349381,18.3236866093016,1.86375410534334e-05,0.00167002136889139
"Bra027405",1.68019773890813,1.63003081690708,18.3181609812287,1.86916763015638e-05,0.00167002136889139
